Ticker,Company_Name,Current_Price,Decision,Decision_Reason,Market_Regime,Momentum_12_1,Momentum_Status,Momentum_Pass,RS_Ratio,RS_Status,RS_Pass,Margin_Score,Margin_Sentiment,Margin_Positive,Max_Drawdown,Current_Drawdown,Valuation_Type,PE,PE_Percentile,PB,PB_Percentile,Health_Score,Health_Rating
2383.TW,台光電,545.0,⚠️ Hold (Caution),高估但動能強 (PE),Bull,233.73,🚀 極強動能 (Bull),True,1.073,✅ 強勢 (Bull),True,65,融資大減✅,True,-35.7,-4.41,PE,51.41,94.6,15.7,94.7,32,🛑 D級：高風險
3005.TW,神基,103.5,📈 Accumulate,低估但動能未達標 (PE),Bull,-3.25,⚡ 中性,False,0.616,⚠️ 弱勢,False,47,融資增加,False,-46.82,-32.12,PE,13.91,23.1,2.88,34.1,60,⚠️ C級：警示
2204.TW,中華,116.0,📈 Accumulate,低估但動能未達標 (PE),Bull,-28.48,⚠️ 弱勢,False,0.662,⚠️ 弱勢,False,45,融券大減,False,-64.47,-61.97,PE,10.81,6.7,0.85,9.5,50,⚠️ C級：警示
2610.TW,華航,20.0,📈 Accumulate,低估但動能未達標 (PE),Bull,-17.53,⚠️ 弱勢,False,0.708,⚠️ 弱勢,False,53,融資減少 / 融券大減,False,-32.1,-15.58,PE,9.21,13.4,1.47,36.3,85,⭐ A級：質優生
2492.TW,華新科,111.5,✅ Hold,估值合理 + 動能強 (PE),Bull,40.44,🚀 極強動能 (Bull),True,1.03,➡️ 持平,False,45,融券大減,False,-48.05,-20.63,PE,25.83,54.1,1.28,21.8,90,🏆 S級：優質生
2449.TW,京元電子,85.4,⚠️ Hold (Caution),高估但動能強 (PE),Bull,180.68,🚀 極強動能 (Bull),True,1.339,🚀 極強 (Bull),True,65,融資大減✅,True,-48.53,-9.81,PE,31.77,86.1,7.28,88.0,85,⭐ A級：質優生
4536.TW,拓凱,182.0,📈 Accumulate,低估但動能未達標 (PE),Bull,-15.77,⚠️ 弱勢,False,0.564,⚠️ 弱勢,False,58,融資減少,False,-36.8,-30.74,PE,8.52,10.8,1.61,15.5,95,🏆 S級：優質生
2393.TW,億光,49.05,📈 Accumulate,低估但動能未達標 (PE),Bull,-29.18,⚠️ 弱勢,False,0.562,⚠️ 弱勢,False,42,融資增加,False,-43.18,-35.96,PE,10.92,10.7,1.32,19.5,70,✅ B級：正常
6213.TW,聯茂,91.0,✅ Hold,估值合理 + 動能強 (PE),Bull,63.31,🚀 極強動能 (Bull),True,0.725,⚠️ 弱勢,False,50,➡️ 中性,False,-64.33,-14.96,PE,32.54,31.3,2.14,66.2,90,🏆 S級：優質生
2206.TW,三陽工業,71.0,📈 Accumulate,低估但動能未達標 (PE),Bull,-14.75,⚠️ 弱勢,False,0.625,⚠️ 弱勢,False,60,融券大增🎯,False,-32.65,-30.82,PE,10.1,5.8,1.91,32.4,30,🛑 D級：高風險
5871.TW,中租-KY,170.0,➡️ Hold,估值合理 (PE),Bull,-8.78,⚠️ 弱勢,False,0.586,⚠️ 弱勢,False,45,融券大減,False,-47.32,-40.78,PE,10.27,53.0,1.14,10.8,60,⚠️ C級：警示
2201.TW,裕隆,68.7,📈 Accumulate,低估但動能未達標 (PE),Bull,-32.52,⚠️ 弱勢,False,0.585,⚠️ 弱勢,False,50,➡️ 中性,False,-60.29,-59.37,PE,23.48,17.1,0.53,3.5,85,⭐ A級：質優生
1590.TW,亞德客-KY,998.0,⚠️ Hold (Caution),高估但動能強 (PE),Bull,17.39,✅ 強勢動能 (Bull),True,1.037,➡️ 持平,False,30,融資大增⚠️ / 融券大減,False,-44.21,0.0,PE,31.62,73.6,5.2,69.4,80,⭐ A級：質優生
9945.TW,潤泰新,36.1,📈 Accumulate,低估但動能未達標 (PE),Bull,-27.07,⚠️ 弱勢,False,0.626,⚠️ 弱勢,False,60,融券大增🎯,False,-46.59,-44.98,PE,8.78,29.3,0.85,4.8,60,⚠️ C級：警示 (Sloan+CCR雙殺)
2327.TW,國巨,551.0,📉 Trim,高估 + 動能轉弱 (PE),Bull,-53.66,⚠️ 弱勢,False,0.315,⚠️ 弱勢,False,50,➡️ 中性,False,-83.27,-67.91,PE,25.85,84.1,3.37,73.9,85,⭐ A級：質優生
3587.TW,閎康,263.5,📉 Trim,高估 + 動能轉弱 (PE),Bull,-19.03,⚠️ 弱勢,False,0.766,⚠️ 弱勢,False,40,融資大增⚠️ / 融券增加,False,-56.08,-31.12,PE,34.44,100.0,3.2,45.9,90,🏆 S級：優質生
2409.TW,友達,17.85,⚠️ Hold (Caution),高估但動能強 (PE),Bull,22.14,✅ 強勢動能 (Bull),True,0.848,⚠️ 弱勢,False,45,融資大增⚠️ / 融券大增🎯,False,-46.33,-21.01,PE,21.08,73.5,0.8,56.3,90,🏆 S級：優質生
2607.TW,榮運,32.0,🔥 Strong Buy,低估 + 動能強 + 籌碼正向 (PE),Bull,92.95,🚀 極強動能 (Bull),True,1.034,➡️ 持平,False,65,融資大減✅,True,-24.43,-5.23,PE,9.41,0.1,1.01,27.4,65,⚠️ C級：警示
3017.TW,奇鋐,534.0,⚠️ Hold (Caution),高估但動能強 (PE),Bull,202.32,🚀 極強動能 (Bull),True,1.009,➡️ 持平,False,58,融資減少,False,-58.01,-2.69,PE,42.77,74.9,17.47,85.1,55,⚠️ C級：警示
